Date,SPDB,GBIA,DFA,CWTC,BC
2015/2/27,14.53,11.42,6.18,15.82,12.48
2015/3/2,14.48,11.39,6.39,15.94,12.84
2015/3/3,14,11.02,6.27,15.68,13.24
2015/3/4,13.91,11.1,6.29,15.6,12.92
2015/3/5,13.58,11.02,6.51,15.48,12.76
2015/3/6,13.63,11.01,6.28,15.18,12.15
2015/3/9,14.51,11.14,6.24,15.19,12.27
2015/3/10,14.1,11.34,6.2,15.23,12.2
2015/3/11,14.25,11.31,6.15,15.16,12.21
2015/3/12,15.12,11.2,6.06,15.39,12.24
2015/3/13,15.29,11.45,6.12,15.41,12.49
2015/3/16,15.47,11.71,6.21,15.69,12.73
2015/3/17,15.54,12.47,6.56,16.05,12.76
2015/3/18,15.88,12.38,6.61,16.26,13.07
2015/3/19,15.64,12.2,6.84,16.05,12.94
2015/3/20,15.75,12.3,6.76,16.51,13.45
2015/3/23,15.91,12.38,7.25,16.65,14.8
2015/3/24,15.69,12.23,7.13,16.31,15.06
2015/3/25,15.24,12.42,7.2,16.07,14.85
2015/3/26,15.36,12.49,7.09,17.35,14.65
2015/3/27,15.36,12.61,7.17,17.07,15.37
2015/3/30,16.02,13.14,7.17,17.52,15.24
2015/3/31,15.79,12.82,7,17.03,15.02
2015/4/1,15.95,12.99,7.7,17.04,15.69
2015/4/2,16.18,12.94,7.62,17.06,15.86
2015/4/3,16.2,13.35,7.67,17.16,15.69
2015/4/7,16.71,13.68,7.71,17.43,15.73
2015/4/8,17.02,13.41,7.72,17.84,15.09
2015/4/9,16.87,12.99,7.37,17.32,14.6
2015/4/10,17.53,13.34,7.47,17.55,14.89
2015/4/13,18.03,13.58,7.6,18.3,15.13
2015/4/14,17.89,13.99,7.74,17.95,15.12
2015/4/15,17.96,13.66,7.67,17.27,15.42
2015/4/16,18.65,14.28,7.66,17.38,16.84
2015/4/17,18.6,14.46,7.81,17.74,16.54
2015/4/20,17.9,14.34,8.05,17.29,15.52
2015/4/21,18.16,14.94,8.07,17.38,16.03
2015/4/22,18.5,15.15,8.12,17.96,16.22
2015/4/23,18.22,14.98,8.3,18.33,15.95
2015/4/24,17.68,14.67,8.02,17.79,16.14
2015/4/27,18.17,15.04,8.03,18.65,15.96
2015/4/28,18.3,14.53,7.71,17.83,16.26
2015/4/29,18.53,14.83,7.93,17.91,16.04
2015/4/30,18.07,14.92,7.8,18.07,15.71
2015/5/4,17.81,15.8,8.58,18.55,15.81
2015/5/7,17.07,14.41,7.76,15.75,13.35
2015/5/8,17.11,15.31,7.82,16.15,13.65
2015/5/11,17.27,15.58,8.6,16.57,14.27
2015/5/12,17.24,15.45,9.46,16.69,14.47
2015/5/13,17.07,15.28,10.41,16.82,14.53
2015/5/15,16.78,15.2,10.74,15.94,13.84
2015/5/18,16.38,14.74,10.69,15.9,14.41
2015/5/19,17.04,15.22,10.73,16.38,14.59
2015/5/20,17.15,15.29,10.81,16.48,14.75
2015/5/21,17.32,15.9,10.71,16.98,15.36
2015/5/22,17.76,16.64,10.96,17.37,16.04
2015/5/25,18.14,17.9,11.55,17.85,16.19
2015/5/26,18.39,17.99,11.44,18.14,16.73
2015/5/27,18.07,18.73,11.16,18.09,17.15
2015/5/28,17.04,17.25,10.04,17.02,15.44
2015/5/29,17.04,17.34,9.69,16.99,14.86
2015/6/1,17.93,19.07,10.66,18,15.42
2015/6/2,17.84,20,10.75,18.74,16
2015/6/3,17.9,19.72,10.94,18.36,16.41
2015/6/4,18.63,19.15,10.66,17.96,16.65
2015/6/5,18.43,19.4,10.91,19.76,17.38
2015/6/17,18.2,20.13,12.41,19.6,18.1
2015/6/18,17.72,19.74,12.12,19.1,18.46
2015/6/19,17.07,17.77,11.18,17.01,17.03
2015/6/23,17.02,17.99,12.15,17.03,17.24
2015/6/24,17.25,18.24,13.37,17.43,18
2015/6/25,16.71,17,12.53,16.51,17.07
2015/6/26,15.85,15.31,11.28,14.88,15.36
2015/6/29,15.91,15.82,11.75,14.21,13.82
2015/6/30,16.96,16.9,12.68,15.23,14.35
2015/7/1,16.32,15.48,11.88,14.47,12.92
2015/7/2,16.37,13.93,10.69,13.35,11.63
2015/7/3,15.87,13.02,9.62,12.12,10.47
2015/7/6,17.22,13.65,8.66,11.85,9.43
2015/7/7,17.57,12.29,7.79,11.98,8.5
2015/7/8,15.95,11.26,7.01,10.78,7.79
2015/7/9,16.95,12.39,7.71,11.86,8.57
2015/7/10,17.28,13.63,8.48,13.05,9.43
2015/7/13,17.04,14.99,9.33,14.36,10.37
2015/7/14,16.75,14.74,9.12,13.72,11.41
2015/7/15,17.07,13.34,8.21,12.51,10.27
2015/7/16,16.96,13.97,8.4,13.02,10.56
2015/7/17,17.02,14.64,8.99,13.74,11.43
2015/7/20,16.68,14.56,9.45,13.75,11.44
2015/7/21,16.38,14.71,9.33,13.7,11.51
2015/7/22,16.16,14.59,10.26,13.68,11.68
2015/7/23,16.43,15.24,10.35,14.13,12.16
2015/7/24,16.14,14.86,9.83,13.81,12.38
2015/7/27,14.91,13.37,8.85,12.43,11.14
2015/7/28,15.24,13.39,8.99,12.36,10.26
2015/7/29,15.29,14.01,9.65,13.07,11.27
2015/7/30,14.9,13.71,9.15,12.83,10.83
2015/7/31,15.07,13.79,9.21,12.94,10.96
2015/8/3,15.55,14.17,8.49,12.96,11.28
2015/8/4,15.62,14.71,9.09,14.21,12
2015/8/5,15.31,14.42,8.82,13.8,11.6
2015/8/6,15.38,14.45,9.04,13.87,11.28
2015/8/7,15.47,14.71,9.29,13.99,11.65
2015/8/10,15.78,15.58,10.22,14.61,12.34
2015/8/11,15.57,15.45,11.24,14.91,12.38
2015/8/12,15.39,14.9,11.41,14.15,12.27
2015/8/13,15.45,15.26,12.55,14.5,12.49
2015/8/14,15.49,15.37,13.81,14.66,12.54
2015/8/17,15.32,15.94,15.19,15.1,12.84
2015/8/18,14.87,14.77,13.67,16.04,11.56
2015/8/19,15,15.23,15.04,17.64,11.72
2015/8/20,14.68,14.95,13.73,19.4,10.86
2015/8/21,14.22,14.17,12.36,18.41,10.08
2015/8/24,12.87,12.75,11.13,16.58,9.07
2015/8/25,12.39,11.51,11.56,15,8.16
2015/8/26,13.02,11.85,12.35,13.86,8.19
2015/8/27,13.98,12.52,12.61,14.23,8.74
2015/8/28,14.24,13.23,13.87,15.65,9.49
2015/8/31,14.96,12.73,13.38,15.71,9.56
2015/9/1,15.33,12.11,12.04,14.14,9.43
2015/9/2,14.89,12.48,10.84,12.73,9.52
2015/9/7,14.5,12.28,9.99,12.85,9.21
2015/9/8,15.06,12.64,10.13,13.5,9.65
2015/9/9,15.16,12.85,10.58,13.92,9.93
2015/9/10,15.25,12.54,10.14,13.75,9.47
2015/9/11,15.56,12.51,9.93,13.67,9.59
2015/9/14,15.93,11.92,8.97,12.62,8.66
2015/9/15,15.46,11.57,8.07,12.47,8.27
2015/9/16,15.43,12.43,8.78,13.56,9.04
2015/9/17,15.11,11.94,8.55,13.14,8.69
2015/9/18,15.03,11.92,8.56,13.12,8.9
2015/9/21,14.97,12.14,8.75,13.43,9.1
2015/9/22,15.05,12.3,8.93,13.4,9.16
2015/9/23,14.95,11.98,8.54,12.97,8.96
2015/9/24,15.27,12.1,8.84,13.23,9.09
2015/9/25,15.59,12,8.42,13.16,9.21
2015/9/28,15.92,12.13,8.63,13.95,9.11
2015/9/29,15.97,11.9,8.21,13.73,8.8
2015/9/30,16.63,11.99,8.3,13.7,8.81
2015/10/8,15.87,12.41,8.65,14.05,9.15
2015/10/9,15.9,12.58,8.7,14.07,9.33
2015/10/12,16.06,13.08,9.18,14.61,9.79
2015/10/13,15.97,13.04,10.08,14.85,9.87
2015/10/14,15.9,12.78,9.5,14.43,9.58
2015/10/26,16.28,13.43,9.73,15.06,11.15
2015/10/27,16.32,13.36,9.67,14.87,11
2015/10/28,16.31,13.2,9.52,14.45,10.97
2015/10/29,16.59,13.34,9.74,14.62,10.99
2015/10/30,16.39,13.46,9.42,14.95,10.87
2015/11/2,16.41,13.62,9.3,15.69,10.5
2015/11/3,16.46,13.61,8.88,16.95,10.58
2015/11/4,16.84,14.22,9.3,17.16,11.15
2015/11/5,17.71,14.06,9.54,16.76,11.21
2015/11/6,17.88,14.36,9.64,16.86,11.38
2015/11/9,18.15,14.47,9.86,16.64,11.31
2015/11/10,18.37,14.23,9.7,16.85,11.05
2015/11/11,17.73,14.28,9.79,16.71,11.25
2015/11/12,17.36,14.05,9.59,16.64,11.09
2015/11/13,17.58,13.86,10.11,16.05,10.82
2015/11/16,17.42,14.02,9.96,16.3,11.18
2015/11/17,17.44,13.94,9.73,16.16,11.34
2015/11/18,17.39,13.79,9.43,16.81,10.86
2015/11/19,17.9,13.95,9.6,16.65,11.17
2015/11/20,18.47,13.93,9.6,16.57,11.2
2015/11/23,19.06,13.85,9.41,16.57,10.97
2015/11/24,19.05,13.68,9.46,16.26,10.99
2015/11/25,19.67,13.71,9.56,16.3,11.07
2015/11/26,19.37,13.91,9.41,16.29,11.14
2015/11/27,18.53,13.21,8.76,15.21,10.38
2015/11/30,18.65,13.26,8.84,15.54,10.54
2015/12/1,18.66,13.46,8.78,16.54,10.77
2015/12/2,19.85,13.89,8.9,16.61,10.71
2015/12/3,19.25,13.95,8.94,16.83,10.77
2015/12/4,18.71,13.7,8.87,16.65,10.51
2015/12/7,19.45,13.95,8.83,16.6,10.58
2015/12/8,20.1,13.73,8.46,16.71,10.4
2015/12/9,19.23,13.7,8.6,17.97,10.16
2015/12/10,19.27,13.73,8.49,17.55,10.11
2015/12/11,18.6,13.81,8.42,17.02,10.1
2015/12/14,18.45,14.1,8.71,17.03,10.33
2015/12/15,18.31,13.97,8.63,17.16,10.38
2015/12/16,18.18,14.03,8.61,17.03,10.37
2015/12/17,18.49,14.25,8.77,17.59,10.53
2015/12/18,18.81,14.36,8.75,18.17,10.53
2015/12/21,19.14,14.75,8.81,19.11,10.64
2015/12/22,18.9,14.77,8.79,21.02,10.62
2015/12/23,18.88,14.45,8.78,20.1,10.68
2015/12/24,19.04,14.35,8.62,19.95,10.69
2015/12/25,19.32,14.43,8.65,20.46,10.75
2015/12/28,18.7,14.01,8.73,18.73,10.33
2015/12/29,18.74,14.13,9.14,19.05,10.39
2015/12/30,18.57,14.16,9.04,19.29,10.32
2015/12/31,18.27,14.23,8.86,18.78,10.19
2016/1/4,17.8,13.04,7.98,17.28,9.2
2016/1/5,17.96,13.14,7.69,16.89,9.25
2016/1/6,18.1,13.43,7.88,17.05,9.4
2016/1/7,17.51,12.42,7.1,15.35,8.47
2016/1/8,17.49,12.7,7.13,15.36,8.87
2016/1/11,17.05,12.1,6.43,13.83,8.21
2016/1/12,17.45,12.16,6.55,14.03,8.3
2016/1/13,17.39,11.89,6.28,13.81,7.97
2016/1/14,17.92,12.07,6.4,14.11,8.14
2016/1/15,17.58,11.67,6.11,14.06,7.69
2016/1/18,17.68,12,6.2,14.06,7.73
2016/1/19,17.77,12.52,6.46,14.39,7.96
2016/1/20,17.25,12.45,6.35,14.11,7.87
2016/1/21,16.58,12.2,6.07,13.19,7.62
2016/1/22,17.02,12.36,6.15,13.63,7.72
2016/1/25,17.03,12.46,6.23,14.19,7.82
2016/1/26,16.66,11.87,6.39,13.34,7.04
2016/1/27,16.68,11.92,6.11,14.39,6.91
2016/1/28,16.58,11.8,5.69,14.31,6.61
2016/1/29,16.9,12.21,5.86,14.87,6.86
2016/2/1,16.5,11.95,5.72,14.61,6.76
2016/2/2,16.76,12.2,5.88,15.05,6.95
2016/2/3,16.61,12.36,5.84,14.79,6.96
2016/2/4,17.3,12.54,5.93,14.84,7.09
2016/2/5,18.38,12.35,5.87,14.23,7.06
2016/2/15,18.45,12.34,5.8,14.06,6.95
2016/4/25,17.88,12.15,6.6,15.1,8.13
2016/4/26,17.92,12.2,6.68,15.18,8.18
2016/4/27,17.86,12.14,6.5,15.33,8.08
2016/4/28,17.9,12.09,6.38,15.33,8.16
2016/4/29,17.83,12.02,6.35,15.58,8.12
2016/5/3,18.12,12.3,6.47,15.99,8.32
2016/5/4,18.08,12.38,6.41,16.36,8.3
2016/5/5,18.06,12.42,6.37,16.97,8.4
2016/5/6,17.73,12.27,6.1,16.75,8.22
2016/5/9,17.51,11.9,5.83,16.45,7.91
2016/5/10,17.48,11.94,5.87,17.19,7.95
2016/5/11,17.45,12.34,6.08,16.89,7.96
2016/5/12,17.41,12.28,6.23,17.99,7.88
2016/5/13,17.24,12.19,6.33,17.7,7.88
2016/5/16,17.29,12.3,6.45,17.8,7.99
2016/5/17,17.25,12.26,6.29,17.56,8.34
2016/5/18,17.56,12.02,6.01,17.2,8.17
2016/5/19,17.35,11.99,5.99,18.42,8.16
2016/5/20,17.45,12.03,6.01,18.36,8.12
2016/5/23,17.55,12.16,6.42,18.56,4.07
2016/5/24,17.55,12.08,6.38,17.95,3.91
2016/5/25,17.67,12.04,6.25,18,3.87
2016/5/26,17.7,12,6.26,18.14,3.87
2016/5/27,17.74,11.96,6.23,17.68,3.83
2016/5/30,17.95,11.9,6.09,17.13,3.83
2016/5/31,18.29,12.24,6.32,17.86,4
2016/6/1,18.19,12.19,6.38,17.82,4.01
2016/6/2,18.02,12.19,6.41,17.87,4
2016/6/3,18.01,12.28,6.37,18.39,3.99
2016/6/6,18.02,12.32,6.38,18.32,3.97
2016/6/7,18.02,12.26,6.69,18.2,3.97
2016/6/8,17.99,12.16,7.19,17.7,3.94
2016/6/13,17.78,11.96,7.91,17.1,3.78
2016/6/14,17.79,11.97,8.09,17.38,3.79
2016/6/15,17.74,12.15,8.23,17.95,3.84
2016/6/16,17.8,12.01,8.56,18.34,3.77
2016/6/17,17.77,12.09,8.27,18.12,3.78
2016/6/20,17.85,12.06,8.31,19.06,3.76
2016/6/21,17.78,12.09,8.07,18.78,3.79
2016/6/22,17.89,12.25,8.88,18.92,3.91
2016/6/23,15.72,12.18,8.89,18.6,3.99
2016/6/24,15.28,12.05,8.64,18.69,3.87
2016/6/27,15.31,12.17,8.95,19.98,3.9
2016/6/28,15.28,12.16,9.07,19.95,3.93
2016/6/29,15.5,12.25,9,20.48,3.93
2016/6/30,15.57,12.26,8.87,20.2,3.89
2016/7/1,15.92,12.28,8.57,20.2,3.89
2016/7/4,15.93,12.48,8.59,20.81,3.96
2016/7/5,15.79,12.58,8.99,20.53,4
2016/7/6,15.64,12.67,9.15,20.65,4.05
2016/7/7,15.57,12.64,9.2,20.52,4.04
2016/7/8,15.45,12.5,9.02,20.16,4.01
2016/7/11,15.43,12.53,8.85,20.15,4
2016/7/12,15.64,13.02,8.82,20.38,4.06
2016/7/13,15.79,12.94,8.75,20.49,4.1
2016/7/14,15.7,12.96,8.69,20.3,4.08
2016/7/15,15.71,13.06,8.57,20.46,4.07
2016/7/18,15.77,12.96,8.67,20.55,4.1
2016/7/19,15.73,12.94,8.63,20.41,4.07
2016/7/20,15.75,12.91,8.48,20.21,4.05
2016/7/21,15.83,13.3,8.53,19.99,4.06
2016/7/22,15.63,13.2,8.24,20,3.99
2016/7/25,15.69,13.22,7.91,20.02,4.01
2016/7/26,15.74,13.55,8.01,20.8,4.06
2016/7/27,15.87,13.44,7.66,20.2,3.92
2016/7/28,15.68,13.79,7.93,21.93,3.96
2016/7/29,15.7,13.58,7.8,21.79,3.91
2016/8/1,15.8,13.42,7.64,21.82,3.86
2016/8/2,15.75,13.4,7.7,21.44,3.89
2016/8/3,15.67,13.49,7.89,21.64,3.88
2016/8/4,15.59,13.5,8.04,21.39,3.93
2016/8/5,15.73,13.19,7.95,21.4,3.91
2016/8/8,15.74,13.09,7.95,21.3,3.95
2016/8/9,15.79,13.2,7.96,21.81,4.02
2016/8/10,15.83,13.05,7.91,21.62,4
2016/8/11,16.07,12.9,7.96,21.41,3.96
2016/8/12,16.36,13.31,8.22,21.99,4.05
2016/8/15,16.94,13.53,8.27,23.74,4.12
2016/8/16,16.7,13.37,8.34,23.75,4.2
2016/8/17,16.64,13.47,8.57,22.99,4.19
2016/8/18,16.44,13.49,8.41,22.99,4.18
2016/8/19,16.42,13.55,8.41,22.55,4.18
2016/8/22,16.41,13.67,8.18,22.49,4.16
2016/8/23,16.4,13.68,8.14,22.48,4.14
2016/8/24,16.39,13.93,8.11,21.68,4.15
2016/8/25,16.34,14.2,8.15,21.69,4.2
2016/8/26,16.34,14.18,8.1,21.96,4.18
2016/8/29,16.23,13.98,8.1,22.1,4.29
2016/8/30,16.4,14.06,8.12,22.4,4.2
2016/8/31,16.48,13.8,8.08,22.37,4.16
2016/9/1,16.41,13.81,7.98,22.28,4.1
2016/9/2,16.48,13.82,7.78,22.09,4.11
2016/9/5,16.49,14.07,7.8,21.83,4.14
2016/9/6,16.41,14.09,8.22,21.98,4.3
2016/9/7,16.48,14.28,8.24,22.22,4.56
2016/9/8,16.6,14.26,8.44,22.92,4.62
2016/9/9,16.56,14.36,8.44,22.52,4.51
2016/9/12,16.4,13.93,7.94,21.29,4.4
2016/9/13,16.45,13.93,7.91,21.31,4.46
2016/9/14,16.4,13.81,7.86,21.42,4.37
2016/9/19,16.46,14.03,7.9,21.7,4.41
2016/9/20,16.46,14.05,7.84,21.36,4.42
2016/9/21,16.45,14.04,7.87,21.91,4.38
2016/9/22,16.53,14.05,7.89,21.91,4.39
2016/9/23,16.48,14.09,7.79,21.82,4.39
2016/9/26,16.48,13.86,7.56,21.47,4.21
2016/9/27,16.48,13.91,7.59,21.86,4.24
2016/9/28,16.48,13.7,7.55,21.94,4.19
2016/9/29,16.5,13.78,7.57,21.9,4.18
2016/9/30,16.49,13.82,7.59,22.13,4.19
2016/10/10,16.55,14.1,7.86,22.05,4.3
2016/10/11,16.57,14.06,7.86,22.58,4.29
2016/10/12,16.51,13.96,7.8,22.67,4.29
2016/10/13,16.43,13.95,7.73,22.12,4.39
2016/10/14,16.46,14,7.74,21.61,4.38
2016/10/17,16.27,13.9,7.62,21.64,4.32
2016/10/18,16.34,14.14,8,21.86,4.38
2016/10/19,16.27,14.15,7.88,21.68,4.37
2016/10/20,16.29,14.17,7.85,21.31,4.38
2016/10/21,16.3,14.23,7.76,20.61,4.34
2016/10/24,16.47,14.47,7.81,20.2,4.37
2016/10/25,16.42,14.55,7.88,20.15,4.36
2016/10/26,16.32,14.48,7.78,19.61,4.29
2016/10/27,16.19,14.38,7.8,19.59,4.29
2016/10/28,16.29,14.5,7.78,19.93,4.25
2016/10/31,16.27,14.64,7.62,19.65,4.24
2016/11/1,16.3,14.65,7.63,19.5,4.29
2016/11/2,16.2,14.65,7.53,19.33,4.21
2016/11/3,16.35,14.58,7.55,19.33,4.24
2016/11/4,16.4,14.68,7.54,19.02,4.23
2016/11/7,16.42,14.84,7.5,18.83,4.24
2016/11/8,16.47,15.05,7.57,18.91,4.25
2016/11/9,16.46,14.83,7.4,19.03,4.18
2016/11/10,16.57,15.17,7.46,19.08,4.22
2016/11/11,16.59,15.26,7.49,19.16,4.26
2016/11/14,16.6,15.17,7.53,19.11,4.3
2016/11/15,16.59,15.14,7.6,19.47,4.31
2016/11/16,16.6,15.01,7.58,19.74,4.29
2016/11/17,16.6,15.09,7.55,19.93,4.28
2016/11/18,16.6,15,7.52,19.65,4.28
2016/11/21,16.64,14.98,7.55,19.85,4.29
2016/11/22,16.68,15.01,7.55,19.71,4.35
2016/11/23,16.93,14.95,7.55,19.83,4.31
2016/11/24,16.89,15.01,7.57,19.96,4.29
2016/11/25,17.09,15,7.5,19.82,4.41
2016/11/28,17.21,14.95,7.48,20.06,4.38
2016/11/29,17.26,15.02,7.5,20.74,4.38
2016/11/30,17.16,14.71,7.41,19.59,4.32
2016/12/1,17.15,14.66,7.48,19.75,4.35
2016/12/2,17.1,14.67,7.37,19.37,4.26
2016/12/5,17.3,14.61,7.3,18.93,4.24
2016/12/6,17.22,14.64,7.29,18.95,4.26
2016/12/7,17.07,14.6,7.34,19.18,4.27
2016/12/8,17.14,14.64,7.29,19.18,4.25
2016/12/9,17.34,14.68,7.28,19.16,4.23
2016/12/12,17.49,14.16,6.79,18.07,4.08
2016/12/13,17.17,14.09,6.8,18.36,4.09
2016/12/14,17.18,13.76,6.67,18.27,4.09
2016/12/15,16.7,13.71,6.68,18.37,4.09
2016/12/16,16.66,14.04,6.94,17.89,4.1
2016/12/19,16.52,14.05,7.08,16.96,4.1
2016/12/20,16.28,13.96,6.98,16.95,4.1
2016/12/21,16.32,14.24,7.06,17.29,4.19
2016/12/22,16.19,14.26,7.26,16.64,4.17
2016/12/23,16.19,14.14,7.12,16.89,4.13
2016/12/26,16.25,14.11,7.12,16.87,4.15
2016/12/27,16.14,14.26,7.04,17.03,4.19
2016/12/28,16.09,14.1,6.93,17.46,4.17
2016/12/29,16.07,14.08,6.92,17.33,4.12
2016/12/30,16.21,14.09,6.88,17.27,4.11
2017/1/3,16.3,14.29,6.92,17.43,4.14
2017/1/4,16.33,14.39,7.1,17.67,4.17
2017/1/5,16.3,14.35,7.11,17.42,4.16
2017/1/6,16.18,14.35,7.19,17.71,4.19
2017/1/9,16.2,14.47,7.18,17.72,4.21
2017/1/10,16.19,14.46,7.12,17.92,4.18
2017/1/11,16.16,14.34,6.99,17.85,4.12
2017/1/12,16.12,14.16,6.91,17.69,4.1
2017/1/13,16.27,14.13,6.82,18.06,4.12
2017/1/16,16.56,13.97,6.68,18.33,4.16
2017/1/17,16.4,13.93,6.76,18.21,4.15
2017/1/18,16.48,14,6.72,18.22,4.15
2017/1/19,16.54,14.01,6.69,17.94,4.14
2017/1/20,16.6,14.17,6.79,18.04,4.17
2017/1/23,16.57,14.23,6.82,18.13,4.18
2017/1/24,16.69,14.26,6.85,18.14,4.17
2017/1/25,16.69,14.43,6.82,18.17,4.17
2017/1/26,16.74,14.44,6.85,18.19,4.18
2017/2/3,16.63,14.25,6.8,18.2,4.15
2017/2/6,16.66,14.32,6.85,18.28,4.18
2017/2/7,16.67,14.43,6.91,18.13,4.15
2017/2/8,16.67,14.47,6.92,18.11,4.17
2017/2/9,16.72,14.49,6.97,18.29,4.2
2017/2/10,16.78,14.56,6.97,18.16,4.22
2017/2/13,16.85,14.6,7.05,18.51,4.25
2017/2/14,16.75,14.55,7.12,18.45,4.24
2017/2/15,16.84,14.44,7.04,18.49,4.29
2017/2/16,16.78,14.48,7.02,18.41,4.31
2017/2/17,16.64,14.33,7.16,18.23,4.25
2017/2/20,16.91,14.73,7.37,18.57,4.28
2017/2/21,16.88,14.84,7.32,18.62,4.33
2017/3/6,16.41,15.08,7.36,19.66,4.32
2017/3/7,16.43,15.03,7.31,20.02,4.28
2017/3/8,16.39,14.96,7.22,20.06,4.53
2017/3/9,16.22,15.24,7.09,20.08,4.4
2017/3/10,16.23,15.19,7.08,19.8,4.36
2017/3/13,16.34,16.2,7.13,20.01,4.37
2017/3/14,16.26,16.09,7.09,20.1,4.34
2017/3/15,16.24,16.19,7.06,20.1,4.39
2017/3/16,16.29,16.28,7.11,20.49,4.36
2017/3/17,16.2,16.16,7.09,20.21,4.3
2017/3/20,16.14,16.22,7.12,20.69,4.31
2017/3/21,16,16.25,7.06,20.62,4.33
2017/3/22,15.78,15.96,6.94,20.44,4.29
2017/3/23,15.88,16,6.89,20.48,4.28
2017/3/24,15.96,16.41,6.9,20.87,4.31
2017/3/27,16.04,16.2,6.91,20.91,4.3
2017/3/28,16.01,15.98,6.86,20.98,4.28
2017/3/29,15.87,16.09,6.81,20.36,4.28
2017/3/30,15.81,15.83,6.67,19.81,4.22
2017/3/31,16.01,15.94,6.88,20.01,4.26
2017/4/5,16.16,15.98,6.91,20.56,4.69
2017/4/6,16.1,16.01,6.96,20.63,5.16
2017/4/7,16.1,16.17,6.92,20.76,5.68
2017/4/10,15.97,15.95,6.91,21.12,6.25
2017/4/11,15.89,16.03,6.91,21.08,6.88
2017/4/12,15.89,16.71,6.91,20.68,7.57
2017/4/13,15.75,16.7,6.93,20.97,8.33
2017/4/18,15.3,15.97,6.62,20.82,7.5
2017/4/19,15.11,16.05,6.55,20.48,7.3
2017/4/20,14.91,16.44,6.56,20.3,7.02
2017/4/21,15.05,16.27,6.51,20.5,6.32
2017/4/24,15,15.84,6.32,20.11,6.29
2017/4/25,15.05,15.98,6.33,20.01,6.56
2017/4/26,15.05,15.92,6.32,20.19,7.22
2017/4/27,15.21,16.03,6.25,20.12,7.38
2017/4/28,15.21,15.95,6.31,20,7.51
2017/5/2,15.16,16.29,6.24,20.77,7.79
2017/5/3,15.08,16.76,6.18,20.28,7.11
2017/5/4,14.98,16.69,6.14,19.97,7.7
2017/5/5,14.92,16.69,6.1,20.01,7.49
2017/5/8,14.86,16.63,6.09,19.4,6.93
2017/5/9,14.76,16.47,6.09,19.58,6.94
2017/5/10,14.61,16.07,5.99,18.9,6.43
2017/5/11,14.75,16.18,5.92,19.15,6.79
2017/5/12,15.21,16.45,5.85,19.3,7.15
2017/5/15,15.27,16.5,5.86,19.65,7.07
2017/5/16,15.27,17.08,5.93,19.97,7.78
2017/5/17,15.21,16.97,5.91,19.91,8.11
2017/5/18,15.01,16.93,5.77,19.96,7.85
2017/5/19,15.02,16.94,5.81,20.66,7.76
2017/5/22,15.04,17.01,5.79,20.62,7.75
2017/5/23,15.43,16.43,5.6,20.39,7.06
2017/5/24,15.47,16.01,5.54,20.36,7.15
