Date,Alsace,Aquitaine,Auvergne,Basse-Normandie,Bourgogne,Bretagne,Centre,Champagne-Ardenne,Corse,Franche-Comté,Haute-Normandie,Languedoc-Roussillon,Limousin,Lorraine,Midi-Pyrénées,Nord-Pas-de-Calais,Pays-de-la-Loire,Picardie,Poitou-Charentes,Provence-Alpes-Côte-d'Azur,Ile-de-France,Rhône-Alpes
200734,0,298,0,144,0,292,0,0,74,-,0,0,-,0,0,0,0,-,0,0,1312,417
200735,0,0,0,87,0,48,0,0,0,0,0,0,-,0,0,-,0,0,0,0,262,45
200736,301,0,0,0,0,350,0,0,0,0,0,0,-,0,0,0,0,0,0,0,158,0
200737,0,0,0,77,0,335,0,0,172,0,0,0,-,0,0,0,0,0,0,0,34,1362
200738,376,0,306,269,0,0,0,209,23,0,0,0,-,0,0,640,0,0,0,131,511,993
200739,540,0,551,269,0,0,0,792,7,0,0,598,-,69,733,2793,0,0,0,719,1525,3714
200740,261,1209,426,0,131,0,0,536,20,0,0,200,1180,271,855,0,0,0,0,474,2240,1802
200741,941,271,0,0,19,631,146,712,34,0,0,0,338,1160,0,0,0,0,0,0,2796,7517
200742,1070,952,209,0,543,100,1134,1462,207,0,0,0,0,284,600,-,905,0,0,734,1679,7056
200743,914,0,209,0,357,1016,687,424,13,0,0,0,0,214,244,-,288,486,310,1304,2634,5805
200744,509,223,0,0,33,894,425,177,0,0,0,0,-,0,164,0,58,606,44,145,2779,7308
200745,81,2824,0,0,121,873,1210,44,69,610,173,0,-,0,16,0,0,0,0,165,1728,8540
200746,0,1153,0,440,0,1723,733,146,59,611,81,0,296,0,381,0,393,0,155,1029,2652,5240
200747,958,2073,153,2286,1828,1692,100,358,75,550,247,0,423,3334,221,0,799,1173,476,1553,3613,4767
200748,403,1534,494,116,926,653,584,285,127,458,167,0,592,9993,489,6283,228,488,436,3185,11657,5111
200749,1282,552,164,43,518,242,1532,687,47,382,0,1894,540,4351,214,3839,1470,329,232,2517,3129,6497
200750,2186,2066,44,0,913,1126,1927,237,204,306,0,512,1040,4914,0,0,3609,764,184,2199,5142,8589
200751,8404,2524,572,217,1846,1502,1292,322,110,306,112,3876,243,4285,499,0,1690,340,496,2391,11835,14424
200752,2809,2689,387,1029,3271,2027,2391,352,418,1293,334,2074,290,4967,1725,8862,1581,460,774,4733,8452,14951
200801,2129,3426,516,265,1788,3884,3198,464,366,977,223,2610,3512,1971,1208,5912,5001,2609,752,7252,14694,18538
200802,4454,2522,2993,775,1411,4777,5881,2150,620,1143,780,6906,3448,5073,4575,1689,7587,3425,920,11300,36017,24308
200803,10042,6456,6916,1637,1899,7470,6138,7125,1213,2675,2666,10039,6566,8177,4303,35113,8470,6304,768,21651,30876,29614
200804,6086,3946,6320,4530,3535,9890,6909,8544,2021,4144,3150,6699,10385,7982,7802,26622,9986,10363,3756,29697,27245,34374
200805,3594,21131,6386,7506,5226,13738,9244,8441,1974,4284,4034,27940,7210,5506,9208,25682,14834,9940,4963,29344,25415,40966
200806,4725,14308,8096,9719,5817,15535,12810,6268,1233,3541,4534,28648,8310,11846,11816,33939,22091,5682,4221,25793,35320,59242
200807,4281,5997,5242,2477,4242,12608,9928,7793,869,2433,911,17018,4934,8936,9451,20503,18496,586,3500,16116,34647,47615
200808,6979,2767,3927,2370,2269,8613,4962,7811,530,3936,892,6658,1740,3490,7208,9025,9210,2200,2903,15694,27740,37328
200809,3629,2698,1610,1572,1197,5183,4320,2952,274,1214,624,4580,2084,2887,3234,13385,3342,1657,1133,6855,11257,22720
200810,1927,1007,874,633,1357,2593,5546,1322,216,955,2502,721,1746,1068,1066,12598,6118,643,691,5044,16002,17294
200811,1809,320,977,297,1135,2822,2926,1521,104,1414,1173,2063,109,657,523,4417,2251,370,807,2596,10399,10469
200812,720,884,664,52,214,1255,2016,1579,126,1551,126,1720,169,1845,271,0,1290,118,591,4791,15779,9847
200813,330,2582,778,254,116,1570,1084,1162,198,1835,0,1343,296,1805,110,1280,202,785,172,1702,8347,7020
200814,245,2272,2066,246,0,2704,137,415,82,107,0,1246,219,669,172,10790,803,924,52,2054,3796,8062
200815,264,1124,910,246,0,2127,0,400,0,118,0,1169,234,131,62,640,2743,148,0,2054,4251,5143
200816,335,0,42,72,0,2994,0,0,28,407,0,854,95,522,0,0,2548,0,0,182,1253,1367
200817,0,0,97,116,0,1731,0,0,79,116,0,257,480,396,341,0,577,0,0,382,0,10159
200818,0,0,14,43,63,669,0,0,121,0,0,74,0,122,108,0,840,0,0,250,36,2136
200819,0,0,186,0,36,315,226,0,11,0,0,357,0,0,108,0,970,0,0,0,292,595
200820,0,3534,266,0,0,267,339,0,0,0,0,0,0,168,0,-,777,0,0,0,4232,307
200821,0,2020,0,0,0,61,57,0,0,0,0,461,0,254,0,0,261,0,0,238,439,67
200822,0,0,124,0,0,91,0,0,0,0,0,0,494,22,0,0,0,0,0,0,0,382
200823,0,0,17,0,0,701,0,0,0,0,0,384,494,0,0,0,0,0,0,0,325,400
200824,0,0,52,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,1226,345
200825,0,0,215,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,545,573
200826,0,0,24,0,0,220,0,0,0,0,0,62,0,0,0,0,88,0,0,0,32,465
200827,0,497,0,0,0,792,0,0,0,0,0,0,0,0,0,0,313,0,0,0,0,652
200828,0,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,449,1167
200829,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,308,0,0,0,80,834
200830,0,594,0,0,0,120,0,0,0,145,0,0,0,0,0,0,720,288,0,0,0,651
200831,0,0,0,0,0,296,0,0,0,88,0,0,0,0,0,-,1101,172,0,0,0,331
200832,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,-,1555,0,0,0,0,88
200833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2753,0,0,0,0,0
200834,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,955,-,0,0,0,0
200835,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,363,0,0,96,558,0
200836,0,0,221,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,96,771,1245
200837,0,0,153,0,12,182,0,118,0,0,0,0,0,264,0,0,0,0,0,58,112,1034
200838,0,0,200,0,92,192,0,162,0,0,0,585,0,179,0,0,0,0,0,0,214,2807
200839,0,0,76,0,24,82,0,23,0,0,0,162,0,0,0,0,0,316,0,611,0,956
200840,0,968,49,0,131,303,0,0,0,0,0,0,267,0,85,0,0,0,0,892,598,2153
200841,0,1750,56,0,87,694,0,0,0,93,0,0,266,149,275,0,540,718,0,455,243,952
200842,0,882,133,0,92,1122,117,0,7,205,0,102,0,324,108,0,244,58,0,1331,1431,2808
200843,457,0,65,0,0,340,182,557,9,0,0,186,161,368,0,0,566,670,0,176,1418,2435
200844,1049,1879,104,0,0,187,822,279,0,0,0,0,92,422,122,0,593,197,0,0,522,1958
200845,719,959,329,0,0,406,1152,325,0,0,0,856,222,316,92,1065,0,263,0,302,1856,1090
200846,1145,361,229,0,0,397,350,76,0,0,0,654,372,742,0,533,77,0,332,379,2884,1126
200847,451,389,156,0,65,1570,202,177,0,0,56,238,923,244,0,1715,470,255,465,818,4008,3219
200848,1406,1634,445,87,59,1003,0,25,0,0,244,693,710,424,0,610,2138,204,133,2584,5790,3434
200849,1788,946,516,217,52,1329,505,146,42,0,390,550,1474,449,187,0,1936,253,238,1751,10913,6317
200850,661,3298,620,188,240,2330,1364,257,139,0,271,138,2268,949,89,0,750,222,0,3556,19087,8314
200851,2578,4998,1146,679,466,4662,7032,688,245,411,494,935,2703,554,317,3200,6159,1633,0,8324,31783,12577
200852,4668,4244,2920,962,1309,8164,6422,2193,665,593,540,4462,2697,830,6875,38350,2459,3642,225,8002,22897,26658
200901,7294,4614,4020,2338,3018,9847,15158,4580,1000,2343,9006,4613,3774,2879,7319,460,5407,3224,1178,13810,38317,27038
200902,9753,6162,6925,4785,1546,20178,15283,9626,1078,5246,7444,6526,6295,6140,10472,25795,9270,5022,1831,22359,34409,50691
200903,12804,16033,15371,19291,4444,37060,17812,14399,1908,9230,12152,10146,7513,12208,8223,98071,13189,14053,12209,16647,36174,87561
200904,24400,24486,19972,12307,17642,21189,13664,11084,2960,11543,12550,24810,13269,14235,17728,46631,20074,17487,12899,21543,39538,103624
200905,22095,20978,14484,3825,19658,11823,8987,8927,3424,6128,4471,21728,10414,9157,18916,41603,3157,11883,8534,21170,27226,81724
200906,7510,4003,7800,2397,12946,10358,6937,5361,2214,2544,2553,19151,11690,8760,5914,34061,2855,5243,7665,17413,16994,43663
200907,1933,3640,3066,1484,6623,4940,4513,5491,1197,1298,1601,9999,8771,3736,3874,14375,1142,690,4043,10871,9769,20968
200908,3646,2547,2485,746,1522,5696,2852,2488,755,679,719,5721,18673,920,2092,10285,762,3702,7560,12068,5442,12089
200909,1118,887,2482,342,0,2851,2256,4172,269,648,0,3868,985,722,4947,4333,1083,1883,1806,7551,5402,7926
200910,1322,71,2381,359,1112,1264,1513,789,303,0,0,3856,10494,686,15856,4493,452,1350,765,4431,3385,9333
200911,534,0,1680,326,382,1941,1562,389,102,337,0,3484,2816,636,3154,4859,6351,0,3487,2624,5162,6644
200912,662,0,1327,86,0,3105,0,837,200,318,0,2391,346,1398,9442,871,1429,209,431,2910,6184,9257
200913,3052,1467,797,246,347,2590,492,339,62,125,0,4042,992,261,0,1916,571,163,0,1833,2075,12669
200914,2291,123,445,328,0,1250,82,339,0,501,0,1346,653,0,2466,2417,322,488,0,3804,1753,14571
200915,0,1753,1547,0,0,1684,532,2032,0,0,0,0,272,0,0,1126,858,549,0,6510,409,3477
